Product code,Product label,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
'2507,"Kaolin and other kaolinic clays, whether or not calcined",2999,3629,3136,4019,5165,2260,4362,3204,5546,8418,14050,35740
'2508,"Clays, andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas ...",39212,42190,52146,50261,50199,62205,69315,79456,91859,102963,122024,160946
'2509,Chalk,437,207,312,263,343,281,479,1767,83,178,447,601
'2510,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",239,201,10373,383,21,16,9,74,13,1,14,2119
'2511,"""Natural barium sulphate """"barytes""""; natural barium carbonate """"witherite"""", whether or not ...",17122,21836,33326,45493,31471,21737,27223,40213,35567,29361,37719,53485
'2512,"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ...",1986,2361,3988,3238,3584,3866,5536,2308,156,225,255,328
'2513,"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether ...",12738,11330,12690,15867,17329,18287,22223,23755,29002,28719,50045,36411
'2514,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ...",229,208,566,638,373,374,520,470,302,276,480,170
'2515,"Marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent ...",770259,928201,1120411,975995,872015,859540,1103160,944193,864672,663406,787285,645312
'2516,"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not ...",23894,24397,18663,15576,9693,11359,9171,9548,13098,15089,22694,27223
'2517,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ...",39371,42079,36148,33038,25196,25578,21160,28961,31354,28329,30122,27712
'2518,"""Dolomite, whether or not calcined or sintered, incl. dolomite roughly trimmed or merely cut, ...",2516,2613,5143,5993,2285,2588,2089,1924,2709,3029,2799,1367
'2519,"""Natural magnesium carbonate """"magnesite""""; fused magnesia; dead-burned """"sintered"""" magnesia, ...",90466,83646,104494,100897,81681,91868,101075,131982,82907,79312,101320,111896
'2520,"Gypsum; anhydrite; plasters consisting of calcined gypsum or calcium sulphate, whether or not ...",72123,76615,90484,78388,51517,55148,49457,52097,64571,83622,123535,113491
'2521,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",53,193,369,96,7521,8368,6372,6718,1037,1318,1660,532
'2522,"Quicklime, slaked lime and hydraulic lime (excluding pure calcium oxide and calcium hydroxide)",14223,15881,14862,15450,11487,10054,8825,10070,11976,13242,11858,12919
'2523,"Cement, incl. cement clinkers, whether or not coloured",911315,795553,735351,649072,549460,494787,530641,614327,929673,1218695,1368120,1663042
'2524,Asbestos (excluding products made from asbestos),0,0,1,0,0,0,0,5,0,0,0,0
'2525,"Mica, whether or not rifted into sheets or splittings; mica waste",343,354,206,121,154,211,119,246,192,269,323,356
'2526,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into ...",1069,1042,609,822,899,1005,1135,1812,1736,1782,2165,4543
'2528,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",2468,187861,232975,266123,231840,224436,264999,275318,207364,146580,207461,254613
'2529,"Feldspar; leucite, nepheline and nepheline syenite; fluorspar",130878,131974,142257,156284,145732,156854,179883,206892,217266,203247,292800,325257
'2530,"Vermiculite, perlite and other mineral substances, n.e.s.",46110,39009,41127,38434,35772,35492,39609,43476,46561,45255,62429,70270
'2601,"Iron ores and concentrates, incl. roasted iron pyrites",29212,31348,84688,82421,15540,17560,43662,45879,102592,190294,431451,269257
'2602,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",15709,16256,46755,13704,1449,3260,4813,6577,5686,1890,4995,6794
'2603,Copper ores and concentrates,364876,441688,509540,369530,250418,177879,234846,122771,174833,304948,454719,523074
'2604,Nickel ores and concentrates,16671,13913,4450,7946,3622,3813,9225,446,1574,16785,15279,11292
'2605,Cobalt ores and concentrates,0,0,0,0,0,1,0,0,24,55,0,0
'2606,Aluminium ores and concentrates,5409,5386,7231,8814,8785,13750,14855,32071,43594,37434,50455,66991
'2607,Lead ores and concentrates,88808,137751,204673,143322,157209,117949,177808,194512,148357,172406,223521,216643
'2608,Zinc ores and concentrates,202809,194715,202320,237797,168314,188636,388311,448785,350491,290106,469274,547356
'2609,Tin ores and concentrates,128,16,10,12,7,0,23,0,0,67,28,18
'2610,Chromium ores and concentrates,465389,418780,453594,342846,249937,244759,344753,306471,225703,130418,266255,340295
'2611,Tungsten ores and concentrates,0,0,0,0,0,27,0,0,0,0,0,0
'2612,Uranium or thorium ores and concentrates,0,0,0,0,0,0,0,0,0,0,0,0
'2613,Molybdenum ores and concentrates,1309,0,13306,14611,8409,6015,23457,7288,9829,2252,554,7135
'2614,Titanium ores and concentrates,494,77,10,4,378,71,84,41,143,0,480,3266
'2615,"Niobium, tantalum, vanadium or zirconium ores and concentrates",68,103,0,0,10,0,23,1,9,161,359,5357
'2616,Precious-metal ores and concentrates,516,63851,189286,134705,115291,126682,124710,125852,132056,191028,171816,170946
'2617,"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ...",24520,20978,24146,14849,12396,10810,13217,10923,6228,7934,16399,17930
'2618,"""Granulated slag """"slag sand"""" from the manufacture of iron or steel""",2121,980,2819,2235,998,1551,1935,3226,5151,13135,19839,17995
'2619,"Slag, dross, scalings and other waste from the manufacture of iron or steel (excluding granulated ...",30563,35303,29647,20991,4284,7700,10055,12621,14059,9503,27341,22828
'2620,"Slag, ash and residues containing metals, arsenic or their compounds (excluding those from ...",5967,10041,6968,4637,3434,3808,4785,6825,7466,8752,9263,16773
'2621,"""Slag and ash, incl. seaweed ash """"kelp""""; ash and residues from the incineration of municipal ...",115,388,386,608,477,5301,1262,1191,1714,7191,4573,1926
'2701,"Coal; briquettes, ovoids and similar solid fuels manufactured from coal",1690,1960,12630,4655,12759,4447,10961,10116,4291,6491,12895,280271
'2702,"Lignite, whether or not agglomerated (excluding jet)",2635,2769,783,447,82,277,159,92,185,380,588,774
'2703,"Peat, incl. peat litter, whether or not agglomerated",1539,1932,1159,764,777,669,703,827,1001,1161,1479,1691
'2704,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",557,390,2374,1508,909,1335,924,10435,229,449,6044,44150
'2705,"Coal gas, water gas, producer gas, lean gas and similar gases (excluding petroleum gases and ...",55,9,18,46,9,2,4,59,25,6,19,9
'2706,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",24811,39234,38833,38636,20063,21581,37432,43898,45191,37011,63127,81308
'2707,Oils and other products of the distillation of high temperature coal tar; similar products ...,138438,105219,146133,58591,87689,59022,65491,87645,423333,419835,708622,1200101
'2708,"Pitch and pitch coke, obtained from coal tar or from other mineral tars",169,40,30,27,34,10,6,10,13,4,63,4
'2709,"Petroleum oils and oils obtained from bituminous minerals, crude",0,0,1,0,0,0,0,0,0,0,0,0
'2710,Petroleum oils and oils obtained from bituminous minerals (excluding crude); preparations containing ...,5816619,6782527,9255656,6870582,3966452,2784077,3671210,3726658,7144756,3718144,6524419,13057028
'2711,Petroleum gas and other gaseous hydrocarbons,229596,315908,355775,182300,104647,81478,132688,92244,102919,107957,227961,397635
'2712,"Petroleum jelly, paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite ...",37608,28733,19339,16897,13815,15811,18221,16276,16744,15432,34478,35057
'2713,"Petroleum coke, petroleum bitumen and other residues of petroleum oil or of oil obtained from ...",8147,7233,4640,7387,15821,32820,35167,45271,283743,177238,490550,646899
'2714,"Bitumen and asphalt, natural; bituminous or oil-shale and tar sands; asphaltites and asphaltic ...",121,377,312,976,82,216,55,3780,971,154,331,767
'2715,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ...",1907,1718,2321,2488,1454,1842,2904,1771,1825,1942,1667,2515
'2716,Electrical energy,148734,190202,28948,88836,73852,13589,81877,99621,104425,81804,248355,293267
'2801,"Fluorine, chlorine, bromine and iodine",1033,957,1855,2365,1680,1320,1522,1558,10049,9173,1591,3926
'2802,"Sulphur, sublimed or precipitated; colloidal sulphur",1433,1687,1343,1056,208,114,2690,8068,1585,661,27,218
'2803,"""Carbon """"carbon blacks and other forms of carbon"""", n.e.s.""",1576,2652,1892,3683,1399,1506,2128,1211,1617,1434,2404,35484
'2804,"Hydrogen, rare gases and other non-metals",3366,5276,4904,6852,4563,4341,3965,3756,5420,6569,15818,28462
'2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed ...",266,244,3772,14160,34,29,192,397,1006,341,346,1178
'2806,"""Hydrogen chloride """"hydrochloric acid""""; chlorosulphuric acid""",569,527,622,663,629,503,305,411,735,668,644,2464
'2807,Sulphuric acid; oleum,136,133,87,325,1059,265,2992,14732,11208,933,28660,34539
'2808,Nitric acid; sulphonitric acids,200,354,246,380,461,347,402,661,337,341,483,1034
'2809,"Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined",663,1190,1030,1232,1566,942,1025,1358,2556,782,2381,31437
'2810,Oxides of boron; boric acids,1952,1135,1132,2298,715,564,1342,1407,1760,1021,2328,6316
'2811,"""Inorganic acids and inorganic oxygen compounds of non-metals (excluding hydrogen chloride ...",35899,34267,30819,33873,30913,30541,36808,39819,36006,23920,42763,63137
'2812,Halides and halide oxides of non-metals,172,73,103,177,42,52,17,51,72,11,131,247
'2813,Sulphides of non-metals; commercial phosphorus trisulphide,1,3,0,1,1,0,0,17,1,0,0,19
'2814,"Ammonia, anhydrous or in aqueous solution",35866,81867,32639,76672,91092,31251,14976,44983,15965,12052,81081,106214
'2815,"""Sodium hydroxide """"caustic soda"""", potassium hydroxide """"caustic potash""""; peroxides of sodium ...",7212,7206,6850,4424,3939,4899,5260,8572,7976,10768,16435,33608
'2816,"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium",1,1,5,6,32,65,21,117,49,18,71,61
'2817,Zinc oxide; zinc peroxide,24090,20904,27024,64443,61328,63238,60612,48828,48216,37333,70614,96105
'2818,"Artificial corundum, whether or not chemically defined; aluminium oxide; aluminium hydroxide",5029,166,231,86,143,52,3246,2671,2549,2193,10767,9383
'2819,Chromium oxides and hydroxides,51019,63064,60704,44893,46203,43894,35,24,22,4,51,113
'2820,Manganese oxides,569,312,442,267,228,263,744,549,429,480,459,791
'2821,Iron oxides and hydroxides; earth colours containing >= 70% by weight of combined iron evaluated ...,721,858,1055,810,1123,962,1345,924,1238,877,2727,3367
'2822,Cobalt oxides and hydroxides; commercial cobalt oxides,27,9,53,36,68,30,106,44,210,92,727,347
'2823,Titanium oxides,187,153,650,243,167,200,144,897,136,142,303,150
'2824,Lead oxides; red lead and orange lead,687,562,247,105,190,183,306,541,120,267,546,325
'2825,"Hydrazine and hydroxylamine and their inorganic salts; inorganic bases, metal oxides, hydroxides ...",2038,3282,2772,2604,3203,3220,3974,4663,2958,2183,3826,9086
'2826,"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding inorganic ...",69,90,16,112,32,76,284,55,183,130,70,553
'2827,"Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and ...",4281,2749,2671,2219,2135,2067,2828,3631,6720,4064,6259,9944
'2828,Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites,6073,7320,9364,10336,8610,5959,5075,7330,5848,8862,6189,6786
'2829,Chlorates and perchlorates; bromates and perbromates; iodates and periodates,158,100,20,24,15,290,122,102,31,61,38,246
'2830,"Sulphides; polysulphides, whether or not chemically defined",315,234,85,181,405,268,375,350,300,156,692,1380
'2831,Dithionites and sulfoxylates,740,2656,1272,1502,1782,2540,1976,2901,3685,4124,4588,4500
'2832,Sulphites; thiosulphates,8282,10414,10226,11510,9743,9371,13519,18249,15728,13515,22178,33820
'2833,"""Sulphates; alums; peroxosulphates """"persulphates""""""",18172,23567,20994,21852,25917,27433,49899,75625,94964,80946,114110,145636
'2834,Nitrites; nitrates,2997,3607,2099,1763,2241,1753,2707,2657,3203,3979,5868,18434
'2835,"""Phosphinates """"hypophosphites"""", phosphonates """"phosphites"""" and phosphates; polyphosphates, ...",17180,18569,21774,38869,34720,29235,27852,34873,45584,58847,72420,127700
'2836,"""Carbonates; peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ammonium ...",17499,25243,33207,31841,319304,380833,421211,714976,899235,809151,870709,1618191
'2837,"Cyanides, cyanide oxides and complex cyanides",74,90,70,353,235,132,163,184,766,260,511,265
'2839,Silicates; commercial alkali metal silicates (excluding inorganic or organic compounds of mercury),1713,1803,1371,1825,1001,1087,1482,1188,1250,1336,1675,2054
'2840,"""Borates; peroxoborates """"perborates""""""",8519,6326,5111,7453,6904,7659,12423,18113,18485,20363,33982,49708
'2841,Salts of oxometallic or peroxometallic acids,73,264,237,124,583,110,50,72,309,926,1035,2406
'2842,"Salts of inorganic acids or peroxoacids, incl. aluminosilicates whether or not chemically defined ...",1241,2252,3309,3260,3202,2545,2145,2786,5892,8241,12888,11270
'2843,"Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not ...",3237,1800,894,1177,593,395,603,850,301,283,9635,36743
'2844,"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical ...",5254,5906,6945,4625,4564,3790,4301,3964,6392,7503,11077,17402
'2845,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not chemically ...",177,263,777,30,16,73,36,17,175,95,85,70
'2846,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",313,35,149,105,85,65,60,89,6494,16562,1327,766
'2847,"Hydrogen peroxide, whether or not solidified with urea",9499,8715,9150,8416,5455,5948,6698,14321,5461,4363,8281,43329
'2848,"Phosphides, whether or not chemically defined (excluding ferrophosphorus, and inorganic or ...",0,0,0,343,0,0,0,0,0,0,0,0
'2849,"Carbides, whether or not chemically defined",2753,3216,1998,1872,1375,509,467,233,274,193,711,716
'2850,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ...",231,146,33,138,26,28,35,40,32,31,226,37
'2852,"Compounds, inorganic or organic, of mercury, whether or not chemically defined (excluding amalgams)",18,5,7,100,393,277,14,3,8,6,10,14
'2853,"Inorganic compounds, incl. distilled or conductivity water and water of similar purity, n.e.s.; ...",337,97,328,370,326,323,226,194,153,258,114,634
'2901,Acyclic hydrocarbons,47846,30018,29049,28830,43592,48899,49471,46629,61821,76977,57935,47372
'2902,Cyclic hydrocarbons,138484,307241,307429,229254,2550,4583,6096,7038,22682,9806,25411,59602
'2903,Halogenated derivatives of hydrocarbons,3370,2702,2797,4271,4033,4236,3385,11452,11475,5684,6578,14957
'2904,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated",1455,781,980,965,315,348,293,678,750,980,1339,1651
'2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",39064,17460,43552,20850,6643,4752,12259,12192,13869,20861,44144,55932
